,user_id,user_language,top_topic,topic_prob
239876,1320112956,English,0,0.642851448585
240197,104154870,English,1,0.513450124414
240241,151627192,English,0,0.962191258901
240503,213789048,English,0,0.333333333333
240544,23803775,English,2,0.878056212198
240725,414665534,English,1,0.97926560723
240819,144853479,English,1,0.70017323091
241222,607721934,English,2,0.646623334712
241432,25153202,English,2,0.531103223757
241826,14680206,English,2,0.648740075837
241890,702976043687219201,English,1,0.955195927146
242472,3569993421,English,0,0.333333333333
243018,215410684,English,1,0.973984363573
243254,3298750550,English,1,0.878156335869
243354,113469208,English,1,0.959435643476
243654,1454781626,English,0,0.84950094247
243807,3986757892,English,1,0.762028576918
244117,265424211,English,1,0.847022640823
245387,443646906,English,2,0.663077858589
245749,3413331911,English,0,0.876358221883
245758,178105994,English,0,0.696489226171
246233,260411482,English,1,0.524143413029
246250,4275642682,English,1,0.804105012406
246274,4026860547,English,1,0.95816997545
246288,2232166105,English,0,0.486373162866
246927,131493185,English,1,0.99032298401
247227,787837760866484224,English,2,0.843030987951
247402,163592904,English,2,0.511614638953
247568,79087518,English,0,0.992046277533
248333,1354473734,English,0,0.595082596633
248523,210100506,English,0,0.987436642838
248881,278227135,English,1,0.627921063718
248947,197527614,English,2,0.905227880473
249104,40868160,English,0,0.995541821089
249426,735799620958310400,English,0,0.929497230021
249427,21033364,English,1,0.899088472569
249477,411093300,English,1,0.858342301171
249831,3844420617,English,1,0.754181523948
249843,738395971009302528,English,1,0.880823886994
250077,170978069,English,0,0.333333333333
250175,555423737,English,1,0.856428727821
250227,465356384,English,1,0.727306133121
250259,741732511462653952,English,1,0.795181826872
250391,75643766,English,1,0.604475769676
250551,703563349188091904,English,1,0.938463427456
250660,2937372580,English,0,0.93211903642
250824,161413545,English,1,0.969628246455
250846,1696013858,English,0,0.831599833958
251634,720187308344012800,English,1,0.517795188061
252234,341424116,English,2,0.720690075592
252344,465913902,English,1,0.630430218972
252422,4096239946,English,1,0.780389597853
252692,384541179,English,2,0.893879297134
252758,203054332,English,1,0.972966286645
253024,730770779789496320,English,1,0.83864153106
253121,3364819480,English,1,0.672186364577
253192,489563848,English,2,0.65008011286
253211,71530612,English,1,0.680466139116
253724,4281611915,English,1,0.575242874488
253935,3938157099,English,0,0.697876516478
254263,761966111264997376,English,0,0.7586366099
254351,168688738,English,1,0.750044069951
254427,738912171963363329,English,0,0.983342472768
254509,266224152,English,0,0.980904282639
254570,93177847,English,1,0.62698206129
254665,151189924,English,1,0.908193288256
254685,346539662,English,1,0.877858085712
254714,721287939863539712,English,1,0.952946759122
254772,382897589,English,0,0.794946980136
254796,773096002916085760,English,2,0.918298504987
255158,1974597278,English,1,0.852895700061
255315,15368014,English,0,0.333333333333
255379,223468680,English,2,0.60937928133
255396,503765402,English,2,0.901188157615
255498,75851596,English,0,0.746665929882
255527,740107390536830976,English,1,0.94051850529
255677,106222389,English,1,0.968850076864
255983,169572068,English,0,0.333333333333
255986,758990693712875524,English,0,0.333333333333
256042,734035550127165444,English,1,0.766733144259
256113,336465207,English,1,0.79670012335
256429,112258009,English,0,0.657383214551
256483,170284220,English,1,0.589941137737
256666,69916733,English,0,0.333333333333
256796,4897676175,English,1,0.868284065452
256920,336581048,English,1,0.871458434366
256975,731441635842772992,English,1,0.826693886688
257483,248112636,English,1,0.494143502456
257487,3168754071,English,1,0.910065970303
257781,735169245911363584,English,1,0.955283563902
258022,89165657,English,0,0.988975379015
258712,745393416691933185,English,0,0.669430018897
258716,735923851230613504,English,0,0.809648627908
259113,62305467,English,1,0.948105116373
259202,1861522908,English,1,0.956068167466
259426,236617337,English,1,0.610623609045
259760,48316675,English,0,0.333333333333
260483,194385371,English,1,0.82325021494
260672,138046691,English,0,0.333333333333
261114,172342870,English,1,0.919504739226
261410,134732147,English,1,0.966474460204
261434,2970587999,English,0,0.980505040119
261740,78352562,English,0,0.983820178118
262552,130716493,English,0,0.333333333333
262582,356439419,English,0,0.333333333333
262801,749360266215845890,English,0,0.333333333333
262925,82081522,English,1,0.937128799103
263428,136539727,English,1,0.685423583163
263491,101430547,English,2,0.933360744051
263763,4156556896,English,2,0.47353783967
263860,456101755,English,1,0.94210929128
264319,348117153,English,0,0.333333333333
264453,74516107,English,0,0.634325605323
264484,3165206373,English,1,0.798147916213
264605,734941236,English,1,0.877763795233
264955,5681952,English,1,0.960446983146
265750,4882997433,English,0,0.74836814409
265897,712451629828669441,English,0,0.333333333333
266146,797016404579012608,English,0,0.333333333333
266569,67045698,English,0,0.989178839134
266819,161795711,English,0,0.333333333333
267184,4863794121,English,0,0.925955255029
267292,745951607112802304,English,1,0.937201134276
267294,434908631,English,1,0.905288029808
267370,102079070,English,1,0.731389389321
267481,233624939,English,0,0.502869624974
267809,1376915490,English,0,0.333333333333
267960,23650128,English,2,0.80564582047
268008,4371124097,English,1,0.977886804653
268415,3324682825,English,0,0.333333333333
269361,36007021,English,0,0.333333333333
269561,1048762934,English,0,0.333333333333
269866,166134505,English,1,0.909998943905
269950,4164937391,English,2,0.663078271425
270244,344009354,English,0,0.333333333333
270265,80632436,English,0,0.333333333333
271083,282654988,English,0,0.635253469168
271338,3070164843,English,1,0.822923389303
271499,329598010,English,0,0.333333333333
271684,93130909,English,1,0.856356894329
272450,1474341445,English,0,0.609362681234
273416,192940896,English,1,0.979124282066
273661,215954139,English,0,0.333333333333
273671,265539213,English,0,0.333333333333
274815,31233338,English,2,0.803124030472
274923,138494218,English,0,0.983548217715
275315,90736877,English,1,0.788134674445
275429,8157592,English,0,0.831664046371
276423,11052242,English,2,0.580948608623
276485,82626902,English,1,0.777019655272
276743,91596201,English,1,0.752334525006
277135,427719377,English,0,0.898595907564
277298,166565492,English,1,0.868692919458
277445,237887695,English,1,0.64273854915
277691,275016351,English,1,0.967831565172
277704,129564656,English,1,0.895609753639
277808,56330728,English,1,0.975333211277
277918,110506749,English,0,0.987863191862
277956,75231356,English,1,0.679786363663
278010,166227413,English,2,0.786608180591
278369,141716106,English,0,0.333333333333
278631,226867880,English,1,0.939013597863
278802,181471301,English,1,0.962048784679
279106,352086358,English,0,0.602144589514
280226,104992531,English,1,0.881229392284
280292,4484763569,English,2,0.66307809135
280547,70914390,English,1,0.964815032952
280617,3302244256,English,2,0.795116327733
280778,1008727417,English,1,0.636555561124
281133,240028833,English,1,0.747458623451
281234,170794326,English,1,0.693390150469
281579,156278904,English,0,0.637202978015
281817,77049896,English,0,0.985204621698
282005,77156491,English,0,0.71903470514
282465,40833791,English,1,0.890788440088
282704,55352529,English,2,0.584711820632
283275,190692449,English,1,0.630456703643
283459,2460257321,English,1,0.928662437845
283556,722368911530991622,English,1,0.740635054579
283832,223162038,English,1,0.915135241025
284100,220952331,English,1,0.77049585116
285015,56554286,English,0,0.333333333333
285040,107205578,English,1,0.891089891054
285041,4783626221,English,1,0.944096106957
285339,205352924,English,1,0.940694562825
286263,372274003,English,0,0.511908769149
286375,2276329472,English,1,0.911512562864
286775,34903442,English,1,0.979978866136
286940,3333041379,English,1,0.901425929581
287077,535524203,English,0,0.981531381969
287152,3264188273,English,0,0.991072974542
287636,4149981084,English,0,0.80620001444
287679,206566427,English,1,0.973396067161
289054,34924407,English,0,0.333333333333
289491,4180370295,English,0,0.333333333333
290684,233457024,English,0,0.333333333333
290718,4213349177,English,1,0.976558137708
291327,18029275,English,1,0.873391975383
291752,311447224,English,0,0.65284449441
291817,474730029,English,0,0.333333333333
291973,168806580,English,0,0.990538365533
292039,231452016,English,1,0.620242346207
292617,220158580,English,1,0.53054151754
292875,1641149376,English,2,0.553622666264
293156,106722420,English,1,0.80115825363
293345,241061193,English,1,0.966378505426
293437,2267901876,English,0,0.98943796499
293474,123278980,English,0,0.758423082656
293781,3492598634,English,0,0.333333333333
294091,4816657233,English,1,0.744759945901
294243,159845160,English,1,0.941943161634
294359,3383724489,English,1,0.977342598643
294373,11753522,English,1,0.619066478889
294442,914255623,English,1,0.933233876616
294589,126019702,English,1,0.963427658659
294592,14879637,English,0,0.333333333333
294762,331914258,English,0,0.994080243481
294812,799970090615762944,English,1,0.869317856345
295027,714179320701403138,English,1,0.954098769173
295042,340818066,English,0,0.823633849771
295803,51534719,English,1,0.928289421902
296127,719263347322040320,English,1,0.92839718325
296157,785316783951667200,English,1,0.903711428936
296445,146112120,English,1,0.900066965608
296532,2356309755,English,2,0.618643509581
297528,763083560127455232,English,2,0.640977122742
297656,911343762,English,2,0.830537821306
297689,106815020,English,1,0.842733490845
297700,44364215,English,0,0.51114692607
297860,276243788,English,2,0.927975005988
298218,729365700616269824,English,1,0.873241605903
298396,1850445336,English,1,0.928386020911
298443,371397388,English,1,0.600585398335
298455,1495788822,English,1,0.532436249898
298716,1868112014,English,0,0.963736794973
298838,440118479,English,1,0.856503086996
298896,106102883,English,1,0.720479655834
299294,246488295,English,1,0.821081453992
299367,221747510,English,1,0.952487235576
299536,125708154,English,1,0.881511807289
299542,3372996525,English,0,0.99087401425
299672,2306242756,English,1,0.978214663048
299716,595788118,English,0,0.333333333333
300004,1238796228,English,2,0.790825743857
300463,3306341617,English,0,0.333333333333
300493,729228389891121152,English,0,0.931989423068
300774,244502053,English,2,0.581821670673
301149,1522940364,English,2,0.652627983313
301355,117547846,English,1,0.869830650204
301516,336654187,English,0,0.990383668776
301562,50986178,English,1,0.825238215163
302184,54811390,English,1,0.781045805634
302265,332323359,English,0,0.690940475428
302518,188172027,English,1,0.978275684044
302990,333695238,English,0,0.333333333333
303717,166517220,English,0,0.600250835523
303804,397388554,English,1,0.748763597695
303953,4817154034,English,1,0.800655378162
304078,555422629,English,2,0.661000012666
304514,107129496,English,1,0.825657921361
304687,406776224,English,0,0.333333333333
304859,2390932164,English,1,0.51000845922
305010,1268057647,English,0,0.768822874458
305370,2723996846,English,1,0.733140931361
305703,3112201600,English,0,0.758804312206
305821,717787133939990528,English,0,0.917536465044
306765,711829804434194432,English,1,0.591049397687
306883,2987374011,English,0,0.765715110196
306959,45600198,English,1,0.979491660739
307269,921585872,English,1,0.736608171201
307799,337570183,English,1,0.945833793266
307922,247856760,English,0,0.758651109216
308170,75879334,English,1,0.974178547661
308821,254764279,English,0,0.990513829281
308995,159488129,English,1,0.883266635924
309121,248673168,English,1,0.853916915576
309357,4418367989,English,2,0.961769331766
309460,234420828,English,1,0.905154243325
309999,101638384,English,1,0.738767071792
310012,405555230,English,2,0.648679201578
310218,84589163,English,0,0.991346550478
310384,89519803,English,1,0.891274154231
310962,377406777,English,1,0.880044370819
310971,2970504203,English,0,0.987500284371
311069,2454281640,English,1,0.67536975176
311151,266773347,English,1,0.972394843103
311655,164208360,English,2,0.841936128264
312524,745853249064996864,English,0,0.634008266309
312786,4847460100,English,0,0.73314861818
312989,384242244,English,2,0.838905405598
313008,2938064931,English,0,0.558230950586
313159,715277978884816896,English,1,0.846654119354
313235,369902898,English,2,0.645581614618
313236,40517110,English,0,0.648490836988
313279,483801445,English,0,0.650245065109
314509,466820040,English,0,0.613839191863
314678,4835271059,English,1,0.975560979201
314889,290368803,English,0,0.333333333333
314955,733711804363329536,English,1,0.871141860544
314961,932190582,English,0,0.333333333333
314962,3561078374,English,2,0.663075703444
315119,378051939,English,1,0.881036253302
315132,4452509728,English,2,0.663076081255
315220,430542162,English,0,0.333333333333
315456,245552796,English,0,0.333333333333
315923,21891725,English,0,0.912981295937
316067,3003988122,English,0,0.333333333333
316086,430040862,English,1,0.730008186764
316208,95005642,English,1,0.885587027961
316634,733357482312093697,English,2,0.975326390934
316664,413752298,English,1,0.982932631444
316715,93917685,English,1,0.884053840602
316951,992751829,English,2,0.766920672654
317075,4832988569,English,1,0.911453989611
317606,6283,English,0,0.683913290541
317664,1285556504,English,0,0.988791332713
317795,109897168,English,1,0.928890802605
317925,237184341,English,2,0.663078330413
318022,731969311808622592,English,0,0.333333333333
318053,711175530675052546,English,0,0.548505883208
318217,3110507997,English,1,0.861006958531
318613,56220656,English,1,0.758295453033
318660,50572362,English,1,0.744124538398
318720,122286341,English,1,0.951465974188
318778,360133746,English,2,0.697796939147
319251,709043219850522624,English,0,0.814444266266
319326,114387011,English,0,0.728798446545
319375,3098709999,English,0,0.64346813424
319401,712916868,English,0,0.333333333333
319616,64671962,English,0,0.947459907938
319621,127281189,English,0,0.333333333333
319764,3436680640,English,2,0.725261695698
319923,133708729,English,0,0.333333333333
320474,62009320,English,1,0.609114777382
320584,274142537,English,1,0.50056705162
320864,376402137,English,1,0.633265244336
320978,4854701955,English,0,0.984606434342
321233,734396297084600321,English,0,0.847353170104
321564,3023818770,English,0,0.333333333333
321614,117497181,English,0,0.865130930285
321968,2326792768,English,0,0.333333333333
322117,494090025,English,0,0.333333333333
322139,578143020,English,0,0.841205656068
322374,88500802,English,1,0.882227332725
322543,177952357,English,1,0.845713160674
322700,30527820,English,1,0.96933981002
322786,560581940,English,0,0.333333333333
323212,76740444,English,1,0.64876214152
323324,92251812,English,0,0.767596137094
323510,21288619,English,0,0.333333333333
323638,125797024,English,2,0.706711861831
323705,741189745066311683,English,2,0.541349835469
323924,46206375,English,1,0.734070611448
324050,732241924002828288,English,0,0.674262800248
324352,259704046,English,0,0.333333333333
324460,87907784,English,2,0.585370492048
324658,700734513329131520,English,1,0.868259937861
324971,507529331,English,0,0.333333333333
325874,199823399,English,1,0.969228714558
327021,176911783,English,1,0.891193171086
327173,731111160624349184,English,2,0.961018272131
327618,2506584776,English,0,0.333333333333
327949,179909059,English,0,0.933956277655
327961,215901359,English,0,0.333333333333
328375,220817439,English,0,0.901578852576
328378,4915425094,English,1,0.887486836292
328888,2852876014,English,2,0.547009304013
328954,16095077,English,1,0.958717747922
329831,1029166310,English,0,0.980957888364
329912,2900308395,English,2,0.804041667876
329931,318306378,English,0,0.333333333333
330426,45590824,English,2,0.65304500834
330524,412952871,English,2,0.663077551762
332058,295586839,English,2,0.663077895714
332194,2916963927,English,2,0.6525515755
334009,1013788926,English,0,0.333333333333
334421,188287533,English,1,0.889181252171
334759,3421110771,English,0,0.333333333333
334774,197357244,English,1,0.865984928497
334835,1379337121,English,0,0.885466745494
335276,284072892,English,1,0.961648002953
335746,565433093,English,0,0.333333333333
336313,710410233483501568,English,1,0.885508232886
336316,739210483505463296,English,1,0.923468058257
336552,173737615,English,0,0.85420345049
336917,4583167757,English,1,0.870004026858
337078,115086081,English,1,0.959649566829
337084,15288143,English,0,0.515464217179
337244,232662560,English,0,0.333333333333
337737,88394418,English,0,0.662292713582
338149,58601346,English,2,0.652555538168
338216,192276176,English,0,0.751117035664
338343,4144509537,English,1,0.76522608538
338585,35318275,English,0,0.333333333333
338782,101587108,English,1,0.726894660362
339479,4134725957,English,1,0.905701101965
339603,4503013943,English,1,0.974170701363
339659,124599847,English,1,0.730158860139
339767,534267883,English,1,0.703328744687
340404,14660641,English,2,0.652610883496
340488,368026919,English,0,0.333333333333
340821,39459931,English,1,0.441029874394
341416,2762527598,English,2,0.635710689792
342368,83945029,English,1,0.560947168389
343185,99199192,English,1,0.894630239505
343332,734399166105931776,English,1,0.790946397517
343450,4847292802,English,1,0.965499591446
343453,274441648,English,1,0.881192058012
343534,75243759,English,0,0.875439701779
343545,47841946,English,1,0.7818545674
343796,112176381,English,1,0.943021593012
344050,700420900252995585,English,1,0.88073947061
344142,1160176406,English,2,0.64868335043
344244,3292514208,English,1,0.563299089523
344661,702294745,English,0,0.986642938285
344782,712005912899227648,English,0,0.69972694603
344815,4589535197,English,0,0.753050814672
345544,93601076,English,1,0.726331220691
346907,471286854,English,1,0.671120718379
347089,3379352926,English,1,0.893505352283
348127,740576816264544256,English,1,0.711530607685
348484,273888118,English,1,0.886873173521
348836,4776545361,English,1,0.62286837687
349195,340957511,English,1,0.972714749992
349215,159061707,English,0,0.634205757392
349596,91319147,English,1,0.942197354199
349612,804294244659761152,English,0,0.333333333333
350453,390921323,English,0,0.333333333333
350539,790968473698656256,English,0,0.988735523757
351024,230845205,English,0,0.639956698793
351057,123088178,English,0,0.647713679771
351150,269040556,English,0,0.987081438613
351651,751893,English,0,0.991784525402
351686,15189956,English,1,0.930777128692
351794,2281639469,English,0,0.333333333333
352318,4017609701,English,1,0.89746653551
352997,4778773996,English,2,0.663077161521
353092,179556662,English,1,0.915979488073
354243,122195926,English,1,0.896102234376
354411,352699470,English,2,0.663078321876
354488,236119166,English,1,0.582422699209
354497,4351120817,English,1,0.938470212613
354502,747916535306555392,English,0,0.995861074011
355175,93499827,English,0,0.996143616916
355521,95029601,English,1,0.930342118389
355649,68465861,English,1,0.894500302985
355662,1133022810,English,1,0.649332032493
355913,128571000,English,1,0.862424042456
356028,109714422,English,1,0.844094344177
356048,432996092,English,2,0.663075112269
356189,4850357747,English,2,0.687415625134
356581,245828488,English,1,0.906149464982
357461,1390359625,English,0,0.333333333333
358295,727154132537217024,English,1,0.762756760503
358830,804046129277108227,English,1,0.826228877368
359162,189114838,English,1,0.970907387447
360340,94288848,English,1,0.63322573549
360488,273070976,English,1,0.785393204948
361036,488623104,English,1,0.97075018295
361151,296085581,English,0,0.333333333333
361603,378790200,English,0,0.483507386736
361614,724664562822291461,English,0,0.881509744314
361694,125285684,English,0,0.922244946783
362081,363161160,English,0,0.333333333333
362175,3409064602,English,0,0.333333333333
362266,64359165,English,0,0.997142258524
362516,67976645,English,1,0.892064833761
362519,748491367010140160,English,1,0.751126506154
362692,313275101,English,0,0.942197099114
364066,30633364,English,1,0.90614978031
364373,169004533,English,1,0.972029525637
364460,3742091800,English,0,0.333333333333
364613,2722559552,English,1,0.906383506624
365131,1479864798,English,2,0.569116714057
365347,87240094,English,0,0.987242195337
365376,282219348,English,1,0.976063109053
365521,42460366,English,1,0.931919577428
365609,712611198546665472,English,1,0.703587213274
366706,215402347,English,0,0.743338811493
367172,214576233,English,0,0.994941778785
367312,96589861,English,2,0.663079128719
367931,379621193,English,1,0.916371128358
368010,2271225237,English,0,0.986932095604
368020,3091608341,English,1,0.950018002219
368467,80914409,English,1,0.81763920299
368849,38393627,English,2,0.765653040125
369518,4152474915,English,1,0.88663011653
369530,92291838,English,1,0.804703599712
369613,750628087163940864,English,0,0.645394262382
370359,26775912,English,0,0.842843400563
370433,79574414,English,1,0.905389990717
370490,219440780,English,1,0.744111580765
370905,4174349193,English,1,0.951089892882
371236,121095200,English,1,0.920961505356
371389,92241082,English,2,0.860845465902
371435,261215042,English,1,0.952123668606
371687,483370400,English,0,0.333333333333
372133,2601940446,English,2,0.849943224619
372459,707811448064495616,English,1,0.730281338189
372866,355642322,English,1,0.920485131525
373428,202664516,English,1,0.545021804306
373500,552900955,English,1,0.94523790086
374329,250273484,English,2,0.663076613651
374933,4114041556,English,1,0.903600143734
374938,2426317470,English,0,0.333333333333
375509,282879618,English,0,0.333333333333
375693,77553945,English,1,0.939308561948
375749,708686755453652993,English,1,0.96216251454
375757,4909240451,English,2,0.649338462076
375946,200951038,English,0,0.566577130792
375999,68363946,English,0,0.985885053492
376046,4914178420,English,2,0.606393187494
376496,746245352899108864,English,1,0.820540855769
376534,735200575139237888,English,0,0.989040263535
376575,76352150,English,0,0.924577430422
376914,385336333,English,0,0.980623799686
377176,247685542,English,2,0.932330014507
377704,345527308,English,0,0.333333333333
377890,4091487633,English,1,0.953156824743
378138,3080017061,English,1,0.60480009782
378293,393247171,English,0,0.870991392925
378585,312427070,English,1,0.959458572567
378900,190028310,English,1,0.910799854334
379323,743195193768304640,English,2,0.66307815697
379792,287683880,English,0,0.563625600648
380183,718311855073140739,English,1,0.903075841459
380363,16332829,English,2,0.505457331445
380388,84858413,English,0,0.333333333333
380581,193437128,English,1,0.526503926792
381118,37476151,English,0,0.333333333333
381644,263870494,English,0,0.902077139569
381673,117848912,English,1,0.960125542042
382673,782979763203964928,English,2,0.663079155036
382867,104490159,English,0,0.865241412995
383241,15265448,English,1,0.977540615619
383541,714114688171253761,English,1,0.719464613559
383661,1222006610,English,0,0.784184082982
383999,4351639467,English,1,0.674134148118
384191,396816527,English,0,0.333333333333
384257,440833842,English,2,0.65267131158
384305,191356007,English,1,0.60464738968
385174,88989390,English,0,0.642220112787
385450,147461129,English,1,0.701505271122
385473,492157578,English,0,0.645379254179
385734,1416580442,English,2,0.82652169713
386085,322488678,English,2,0.663078126391
386301,710764368007454720,English,1,0.903193201035
386667,740215008731222016,English,0,0.333333333333
386826,275406623,English,1,0.780000830241
387499,714886468641157121,English,1,0.896129147778
387658,3086405815,English,1,0.971337928269
387845,241880351,English,0,0.601788163192
388018,88510285,English,1,0.681746531714
388095,181520412,English,1,0.577271373525
388499,460401667,English,2,0.663076607886
388707,318447142,English,0,0.992934400801
388793,1226029770,English,0,0.333333333333
389056,619119971,English,2,0.818361315572
389104,4146977175,English,1,0.656842647491
389217,185113235,English,1,0.514588935672
389256,4181277993,English,1,0.934413732853
389418,436618198,English,2,0.52649276003
389731,15791693,English,0,0.333333333333
389800,223077608,English,2,0.66307554447
389865,355241906,English,2,0.663076038913
389940,735097583656423426,English,2,0.790062562357
390384,105471082,English,1,0.967013061327
390471,111152185,English,1,0.94462651719
390522,206134551,English,0,0.968469215567
390865,4920482153,English,1,0.648347163444
391174,2728396119,English,1,0.811941149222
391363,95174035,English,0,0.802671836803
391773,190365520,English,1,0.610929719496
392455,17308021,English,2,0.652685375129
392625,156735087,English,1,0.965705153915
392726,700408066269913088,English,0,0.895774130408
392872,85312803,English,1,0.952242584504
392930,99747511,English,1,0.733943382048
393148,13902072,English,0,0.650243372142
393418,889642344,English,1,0.840459269743
393565,804938083141582848,English,2,0.77562526909
393832,30717666,English,0,0.563687136272
393933,20227525,English,2,0.585535240435
394644,746771052613767168,English,1,0.862053560303
394744,708548517086818304,English,1,0.929303923607
395688,548293669,English,1,0.922802358767
395980,108254192,English,1,0.760667708688
396202,204763046,English,0,0.950968333623
396319,233784324,English,2,0.768007439047
396480,4896106053,English,1,0.965976988857
396931,4018684198,English,0,0.982141944729
396978,80932004,English,1,0.60486409197
397065,6883572,English,1,0.979010255252
397153,738018282398228481,English,0,0.60950434189
397395,523244339,English,1,0.711684828264
397462,1141816867,English,1,0.982262227024
398000,1539452047,English,2,0.806705661245
398048,725757986581450752,English,0,0.79108367498
398193,2408618786,English,1,0.929045714354
398432,897911478,English,0,0.621896603953
398896,290101133,English,0,0.940571463805
398992,72258979,English,1,0.961030659028
399355,516512366,English,2,0.878225136902
399608,718171834584330242,English,0,0.790084557102
400075,401396336,English,1,0.793401063591
400479,35045507,English,1,0.656428625749
400842,131269687,English,0,0.333333333333
400847,33202549,English,1,0.972392074308
401011,247168249,English,0,0.812442916472
401153,3805093155,English,2,0.663077753824
401184,2247636721,English,2,0.947680936088
401454,748869182838759424,English,1,0.810453955376
401458,1358575752,English,1,0.951469341356
401829,728012112459649027,English,0,0.552454337956
402047,256147271,English,2,0.655598354084
402260,124936273,English,1,0.799512368811
402312,221121781,English,0,0.988687526862
402568,3386254492,English,1,0.574328494034
402823,247055136,English,1,0.974112730405
403201,79733177,English,1,0.92813919059
403718,358943945,English,0,0.95237098108
403740,525502804,English,0,0.577976603238
404003,283108452,English,1,0.90972435875
404237,240244302,English,0,0.333333333333
405188,2891704979,English,0,0.666526754588
406014,68155365,English,1,0.685646355013
407518,3332905251,English,0,0.333333333333
407543,1326062376,English,1,0.752205480182
408108,284432049,English,1,0.502915124006
408388,118696845,English,1,0.966639621127
408714,190031456,English,2,0.651215435893
408839,24966872,English,2,0.893013632562
409222,188717404,English,0,0.652836582859
409730,34640218,English,1,0.979507169591
409892,266124661,English,0,0.333333333333
410373,4860732669,English,1,0.955781054698
410805,740006519425662976,English,1,0.867308822331
411292,2497346887,English,1,0.663577476147
411959,123256090,English,0,0.805059590707
412180,4003717515,English,1,0.848229582356
412236,464761974,English,1,0.923585148332
412383,250129965,English,2,0.663078327232
412503,4066507000,English,2,0.62182207093
412673,17509003,English,1,0.876364216386
412847,703673552311099392,English,0,0.989993528746
413779,717686273167781890,English,1,0.891833354376
413833,232141629,English,2,0.663075006888
413889,374217556,English,0,0.821674923351
414018,89701230,English,1,0.84161926323
414784,276196546,English,1,0.758618432828
414985,101574162,English,0,0.795716096473
415468,2824411644,English,1,0.742653567001
416090,286450777,English,0,0.333333333333
416801,382935028,English,1,0.64063766193
417076,17294110,English,0,0.333333333333
418327,4822035892,English,0,0.932337407502
419025,104110382,English,0,0.982566209054
419563,232308758,English,2,0.69332160029
419977,119781660,English,1,0.648767469576
420049,600124112,English,0,0.921176442841
420340,4166194161,English,2,0.698260099257
421061,4702698728,English,1,0.977218438397
421201,156457087,English,0,0.984344909077
421518,475281758,English,1,0.815673429741
423134,1309097467,English,0,0.650250511461
423210,114805644,English,2,0.800467077445
423292,40457727,English,1,0.975540425628
423445,415454505,English,2,0.536107672697
423848,903699554,English,1,0.729509490324
424579,3156191093,English,1,0.919495588306
425944,365705003,English,0,0.333333333333
426938,706407709747388416,English,0,0.5358353524
428007,110785213,English,1,0.934532949775
428176,221635929,English,0,0.333333333333
428469,94554802,English,1,0.950164339294
429900,748140733304016896,English,2,0.742263594056
430222,198529700,English,0,0.637923707025
430246,188875200,English,1,0.944476212544
430502,319536895,English,1,0.755645576942
430727,85553746,English,0,0.989929592656
430761,717708258727821312,English,1,0.842969366091
430952,4494938782,English,1,0.941345217833
431008,146437589,English,1,0.972964138246
431145,3794989192,English,0,0.333333333333
431812,265375997,English,2,0.663077749191
431937,114748010,English,0,0.776712758229
432062,210320505,English,0,0.852897966814
432763,231423203,English,0,0.333333333333
433764,45187206,English,1,0.740938486994
433796,200947032,English,2,0.663078231341
433803,14185997,English,1,0.955548997575
434019,41767497,English,1,0.97176761271
434147,1033411357,English,1,0.859028319521
435071,3293858571,English,0,0.333333333333
435282,4883089221,English,0,0.981637760426
435312,93616816,English,1,0.972651115755
436487,456899196,English,0,0.631695056376
436597,276152806,English,2,0.663074961721
436689,69543257,English,1,0.450370926802
437408,99961347,English,1,0.710880585937
437516,385852153,English,1,0.75251559541
437923,2890272479,English,2,0.663076092051
438680,94672205,English,1,0.901794893739
439134,3025186019,English,2,0.935630761801
440182,711653307945762816,English,1,0.839452426898
440396,88917361,English,1,0.83269594918
440457,4017915083,English,1,0.953689873169
440879,408400436,English,0,0.333333333333
440928,608620512,English,0,0.333333333333
441089,2614723768,English,1,0.966467904882
441306,755315046520061953,English,1,0.794208167444
441344,743158354680356864,English,2,0.645575629865
442106,416620996,English,0,0.844774690005
442525,1214241750,English,0,0.652848686771
443362,233026792,English,0,0.642728696733
443473,168171486,English,0,0.333333333333
443928,71082817,English,1,0.951739984043
444409,419434440,English,1,0.852719810035
444680,4625660122,English,1,0.798321827468
444719,81856247,English,1,0.974463169538
444753,65154215,English,1,0.802663241763
445212,573915481,English,2,0.650107332084
445412,256010517,English,1,0.692246929438
445537,318912546,English,2,0.55741210532
445913,738066458534612993,English,0,0.773661791285
446131,1377551845,English,0,0.683346713575
446238,114040437,English,1,0.922836389957
446787,328008318,English,0,0.333333333333
447296,101428615,English,1,0.965933224006
447316,161052595,English,1,0.970012993392
447830,799177979456880640,English,1,0.963285024413
447850,4902247037,English,1,0.762903512698
448007,276689067,English,0,0.333333333333
448015,26561823,English,1,0.943745476339
448182,126645274,English,2,0.944592501235
448254,159101290,English,0,0.722050529788
448408,3403517145,English,1,0.946664822222
448472,737256103399018496,English,0,0.333333333333
448838,385900475,English,2,0.609807946153
449452,378249306,English,1,0.518191697553
449486,415785144,English,1,0.627566435906
449991,153502984,English,0,0.333333333333
450109,4227159915,English,0,0.995959186852
450215,766918937477021696,English,2,0.645568247461
450227,197934786,English,1,0.832140242676
450835,108353011,English,1,0.888408825293
450918,1141429752,English,0,0.523389194079
451599,271053362,English,0,0.867698242001
452368,741680675737247744,English,1,0.942139807207
453349,4071234927,English,0,0.807437653504
453593,2419307882,English,1,0.954510006968
