,user_id,user_language,top_topic,topic_prob
54233,273639208,English,0,0.333333333333
55353,18647987,English,2,0.717248273021
55619,288123369,English,0,0.333333333333
57167,628406916,English,2,0.824445163226
57595,3403291798,English,1,0.52524743944
57619,63697135,English,0,0.98422680677
57715,179062319,English,0,0.811914273953
57809,2546644601,English,1,0.805680359227
58108,297894969,English,2,0.909370584392
58183,406566234,English,1,0.823821606742
58504,1534764248,English,2,0.82585236619
59127,79558970,English,0,0.611718560479
59570,1045985670,English,1,0.635441183407
59714,190173494,English,1,0.916393138307
59932,3324911040,English,2,0.657338563146
60020,62794972,English,0,0.333333333333
60264,60881547,English,0,0.333333333333
60273,85363223,English,0,0.982976510615
60885,126275931,English,1,0.736740594529
61029,3375434277,English,0,0.333333333333
61412,357465791,English,1,0.616588142621
62245,106769241,English,2,0.848572692655
62435,124159371,English,1,0.977421228065
62524,630424547,English,2,0.663077219029
63028,441821021,English,2,0.648724668568
63466,1918977409,English,2,0.768921165936
63582,61436086,English,1,0.966685163712
63663,223140922,English,1,0.960852400803
63823,865215937,English,1,0.965969531003
64462,18858798,English,0,0.995372973034
64492,1495062349,English,0,0.876191295178
64741,2325638418,English,0,0.644085552428
65196,72535693,English,1,0.627206465996
65216,477902892,English,0,0.333333333333
65224,194652395,English,1,0.597667501049
67162,1673111232,English,2,0.962899361814
67484,250753352,English,0,0.9481451235
68103,2789841806,English,1,0.916161888592
68446,62094518,English,1,0.658947372047
69067,621714912,English,1,0.867389555486
69629,4023344181,English,1,0.702165901346
70204,97760030,English,1,0.927087374561
70208,168817611,English,1,0.966615695904
70560,50324911,English,1,0.82937196914
70590,86601058,English,1,0.894145961314
71282,2503259915,English,2,0.891833585258
72243,209464250,English,2,0.782094191135
72508,1160825286,English,1,0.973439656304
72899,198416265,English,1,0.608741356524
73247,86393368,English,1,0.759390153584
73709,715847138274578432,English,1,0.728370822943
74426,59547642,English,0,0.714565333756
74823,870680017,English,1,0.967561411034
75995,229569478,English,0,0.333333333333
76000,109809286,English,1,0.965953779369
76048,305540203,English,0,0.992099254033
76526,247199956,English,1,0.929749008428
76807,152611760,English,1,0.968692186518
78147,28104631,English,1,0.956181581977
79000,2943675093,English,1,0.759580173595
79323,949418856,English,2,0.526421517913
79476,712286876045078529,English,2,0.605405037937
80244,98588241,English,0,0.987072055742
80825,215354876,English,1,0.530950226391
81882,22033450,English,1,0.688518489333
82100,224144481,English,0,0.984688794537
83109,166158519,English,0,0.540735551166
84070,254101064,English,1,0.968557166509
84636,47313969,English,1,0.813289955854
85304,219263945,English,1,0.824252292061
85575,163986516,English,1,0.817863938423
85605,12799152,English,0,0.880511416861
85770,2256556074,English,0,0.333333333333
86512,190383328,English,0,0.824767822379
86577,34213522,English,2,0.802715703139
86677,14121574,English,0,0.980959369468
87067,494839795,English,0,0.333333333333
87276,1951869434,English,0,0.652844706011
87653,617976201,English,0,0.333333333333
87968,746193510,English,1,0.72177181994
88459,2297819899,English,1,0.972728523636
88631,246700435,English,1,0.822505845159
89796,85097247,English,0,0.987424872484
91466,2937349697,English,0,0.947365775168
91906,516911209,English,1,0.827825962462
92181,122101427,English,1,0.823422017799
92702,70690432,English,0,0.998201151578
93722,939692077,English,2,0.929165044005
95345,1832512850,English,1,0.648636602079
95743,156397057,English,1,0.841837689085
96044,141682362,English,0,0.657404352372
96527,273978302,English,1,0.969205866548
96980,246931704,English,0,0.333333333333
97014,100462811,English,0,0.937418741151
98809,4885736729,English,2,0.849135451653
101119,1417767992,English,2,0.846069867449
101203,4868989121,English,1,0.978964344623
101413,728258474,English,1,0.978107506178
102217,26802572,English,0,0.333333333333
103110,15616478,English,1,0.641037961168
103139,493918807,English,1,0.702311983336
103160,3040507672,English,1,0.762963724638
103300,115743164,English,0,0.934319302406
103486,252196154,English,1,0.97588561379
103639,84262280,English,1,0.93375098211
104121,790252552784936960,English,0,0.333333333333
105339,128596700,English,0,0.994569102166
105456,1729943509,English,0,0.597961974271
106324,90717311,English,1,0.879494643934
108012,800746898239819776,English,2,0.663075328893
108388,18295292,English,1,0.783858400926
108857,350865545,English,0,0.983075706148
109233,23215213,English,0,0.910968156739
110477,4316560397,English,2,0.652615668769
110507,282214824,English,1,0.880971821047
112209,622052727,English,2,0.663077204672
112634,2347642799,English,2,0.652675612094
113458,3167124791,English,1,0.735918870404
113926,267517601,English,2,0.663074884612
114260,327321908,English,1,0.731497119825
115062,2252080057,English,1,0.967654440871
115170,439033661,English,0,0.50916183876
115710,50088635,English,1,0.962413557208
115821,620905780,English,1,0.921640164703
116155,272860547,English,1,0.605745273274
116216,92825737,English,1,0.766625895357
116343,133800905,English,1,0.768519058864
117118,2786995619,English,1,0.497898196421
117218,758324769146241024,English,1,0.740935038624
117362,3092046856,English,2,0.652474530388
117499,119038242,English,1,0.96426447862
117633,2978485146,English,0,0.333333333333
117702,4515372142,English,1,0.797185132149
117987,775734350772105217,English,1,0.976144949189
118197,151595024,English,1,0.947027222225
120813,42895833,English,0,0.989022039397
121224,230756119,English,0,0.333333333333
122795,130888995,English,2,0.966031146979
123719,2970781709,English,2,0.663077010188
124039,3222001311,English,0,0.333333333333
125273,33292055,English,2,0.977211322461
126357,94777351,English,1,0.963964024167
128249,104419952,English,0,0.985160378612
128611,96987137,English,1,0.963093081736
128935,4049229737,English,1,0.912985820323
129619,233303386,English,1,0.951933686528
129771,560112842,English,0,0.333333333333
129928,534216428,English,0,0.650273498504
130342,4776010395,English,0,0.985429806505
131831,4891299365,English,0,0.333333333333
131877,84609748,English,2,0.930814668775
132047,136715780,English,1,0.83919034335
132394,298227244,English,1,0.763506635895
133985,211790130,English,0,0.333333333333
134507,736007232769253377,English,1,0.612089902923
134722,722355369155104769,English,2,0.709528823143
135139,4598057232,English,0,0.333333333333
135870,21059938,English,2,0.753470442525
137965,540777139,English,0,0.333333333333
140962,165489093,English,1,0.578450279295
141592,16222793,English,0,0.933832792471
142030,272310635,English,1,0.646456643601
142693,760787637082914816,English,0,0.333333333333
143684,103246544,English,0,0.996093462479
144396,124882614,English,1,0.929871341548
144403,147748051,English,1,0.973973788281
144651,179166130,English,0,0.333333333333
145383,3349788303,English,0,0.99211771519
145439,4874278239,English,2,0.648727989104
145599,243614143,English,1,0.631414190195
145996,1677813776,English,0,0.333333333333
146085,317653558,English,2,0.777034405349
146286,74167353,English,1,0.736227876846
146296,249326362,English,1,0.970502666346
146323,357603554,English,1,0.898664777666
146328,803628893164961792,English,0,0.333333333333
146346,266513556,English,0,0.843669467558
146592,227829025,English,1,0.965236838666
146690,26708466,English,1,0.751599563634
146870,151563320,English,0,0.333333333333
146895,3663567987,English,2,0.648721083109
147629,51544402,English,1,0.690114523223
148401,154794558,English,1,0.961327770988
148454,2946058419,English,1,0.857300983283
149488,40804837,English,0,0.983962233984
150098,1247613559,English,1,0.847875357379
150183,2544874034,English,0,0.98931275535
150262,4440215673,English,1,0.633564354016
151274,42391824,English,0,0.333333333333
152741,236990111,English,1,0.862420773867
152756,845516941,English,0,0.333333333333
153509,712382932367835136,English,0,0.513145259051
154342,141208617,English,1,0.938953431344
154940,18846076,English,1,0.85686117562
156417,250430163,English,1,0.943870612912
157463,156380073,English,2,0.884078713711
157621,19584076,English,0,0.997349709565
158454,2881825090,English,2,0.65305313895
158529,145358721,English,0,0.806201519439
158809,1578386430,English,0,0.598166867946
159316,2917963313,English,0,0.600461247137
159770,1251297800,English,0,0.333333333333
160643,119333399,English,0,0.333333333333
161441,2975612039,English,0,0.333333333333
161538,2756344634,English,1,0.952951868761
161834,253112481,English,1,0.894571674442
161855,1199942443,English,0,0.333333333333
162283,71092702,English,0,0.886905859649
162549,187946652,English,1,0.925784834285
163026,957476900,English,1,0.732253239407
163142,84080870,English,2,0.826863048554
163324,603543917,English,1,0.973742874162
164813,345626949,English,1,0.89486604715
164901,91402352,English,1,0.590710450491
166490,793079054706610177,English,1,0.94849403565
166879,483812148,English,0,0.333333333333
166924,610422113,English,0,0.972718610356
167079,2148889863,English,0,0.333333333333
168205,84143975,English,1,0.88963757184
168680,2909879229,English,2,0.69260004046
168924,68486112,English,2,0.460021120584
170687,179104617,English,0,0.98937989025
172396,313968637,English,1,0.840372202971
173594,2804281830,English,1,0.816809267496
173695,4501668492,English,0,0.650258729338
176214,233656090,English,0,0.816175815736
176580,3349230310,English,1,0.962418241062
176597,372424077,English,1,0.917978564975
176687,2265876038,English,2,0.960798461894
177533,2419673544,English,1,0.754340807684
177729,75908336,English,1,0.917962656959
180011,248956915,English,0,0.333333333333
180554,34009463,English,1,0.986699252697
181286,112727167,English,1,0.875549577264
181957,771651637,English,0,0.987859350913
182490,238456618,English,0,0.333333333333
182883,27403845,English,0,0.993443621014
183554,214006112,English,1,0.651863449617
183713,125598462,English,1,0.928389273516
185241,37608236,English,1,0.56020820251
185420,3018067503,English,2,0.516442945062
185851,130107944,English,1,0.65683097178
186096,1850981713,English,2,0.69336960656
186290,463667086,English,2,0.645514755189
186531,56658371,English,1,0.842981648311
186832,14838652,English,2,0.64871477731
187044,464511066,English,2,0.909137720489
187142,791157896,English,1,0.925809323654
188231,16602699,English,0,0.709355347936
188648,176848400,English,1,0.97958453697
189831,1731425654,English,0,0.9871680195
189878,742648163958394881,English,0,0.333333333333
189971,162716353,English,0,0.542157556823
189972,53025802,English,0,0.333333333333
190603,335057658,English,2,0.655579021842
191160,2850170064,English,2,0.772498707891
191300,338930434,English,0,0.67814577005
191852,133279659,English,0,0.982869592085
191973,406867757,English,1,0.977730113241
192534,1105640898,English,2,0.663077303749
193353,78058521,English,0,0.946115982368
193511,123302510,English,2,0.551998536078
194208,3155717171,English,1,0.967262867878
194991,202545108,English,2,0.956720144321
195355,324268193,English,1,0.721132999968
196510,327013696,English,0,0.333333333333
196722,616063767,English,1,0.70096468356
197018,507358266,English,2,0.838915766792
197423,594755458,English,1,0.751415257388
197987,2506112211,English,2,0.645168462505
198372,68613025,English,1,0.631540098747
199050,755064036769820672,English,1,0.724308409056
199161,563249013,English,1,0.928736090639
200561,460589634,English,1,0.700371215354
201100,43137410,English,0,0.333333333333
201211,424529620,English,0,0.964176557968
201213,66763820,English,2,0.663075728996
202651,27066356,English,0,0.608431904423
204412,376172905,English,2,0.652631676146
205953,56674565,English,2,0.645575600424
206473,759723297302908928,English,0,0.333333333333
206689,775044117403471872,English,0,0.333333333333
206733,43681088,English,0,0.508979690527
206896,4327734256,English,1,0.892905855716
207493,803949573773398016,English,2,0.823861250615
208563,576301131,English,0,0.333333333333
210350,1395275083,English,1,0.96006516957
210749,759422212365574144,English,2,0.876221460296
211072,97964188,English,1,0.735821101374
211495,34551856,English,0,0.333333333333
211928,465713577,English,1,0.874114568029
212933,113430043,English,2,0.906763173725
213034,3298132110,English,0,0.333333333333
213840,341120030,English,2,0.861759683888
214021,158826740,English,1,0.968126384338
215152,724912910993121282,English,2,0.892898134943
215807,105071029,English,1,0.518552901502
215841,756204651507281920,English,0,0.333333333333
216196,1275094014,English,0,0.333333333333
217183,126349454,English,1,0.825571845228
217242,293608018,English,2,0.753564802135
217916,176757359,English,1,0.529023477585
218392,803998366145347585,English,0,0.333333333333
219682,88019818,English,2,0.663075494187
219924,191780418,English,0,0.333333333333
219999,2780458469,English,0,0.992455409992
221099,26992805,English,0,0.879369454252
222402,2991706384,English,0,0.99507984482
222579,70388494,English,1,0.960217919579
222967,429013774,English,1,0.786174126465
223227,131483105,English,1,0.625698405467
223744,1479594546,English,0,0.640460518671
224465,220112483,English,0,0.990086882619
225981,23666019,English,0,0.333333333333
227544,75263199,English,2,0.651243576229
228927,75031148,English,1,0.736329605508
230095,598516095,English,1,0.964096228182
230245,3240323967,English,1,0.89081056338
230411,252960814,English,1,0.612647723659
230638,84387388,English,1,0.958677033257
231740,328133377,English,0,0.906555014859
232220,1681129346,English,1,0.792197557662
233273,1961321516,English,0,0.99412091585
234453,229252951,English,1,0.839629728897
234856,183192472,English,1,0.966833332793
235758,1728797466,English,0,0.965950080545
236501,90137205,English,0,0.98557263005
236503,155804669,English,0,0.333333333333
237207,224756161,English,0,0.333333333333
237450,804059659111952389,English,2,0.769287080562
238914,72250324,English,1,0.774542397577
239149,353864303,English,1,0.920653611003
239400,180700372,English,0,0.990569136716
239545,164631662,English,0,0.985649480812
240575,157622612,English,0,0.333333333333
241743,27132505,English,0,0.333333333333
242406,285137547,English,1,0.976807212104
243681,4068658785,English,2,0.683303036066
243738,18555314,English,0,0.333333333333
243934,136337728,English,1,0.937237167838
243951,622208964,English,2,0.661715129264
245695,76900187,English,2,0.942526304845
246354,105899128,English,2,0.81702881749
246918,2253799500,English,0,0.98986719106
248179,804093579073376256,English,2,0.870789782256
248443,2276617297,English,2,0.83514480889
249467,220787281,English,2,0.952812165893
250245,706609956,English,0,0.333333333333
250926,103256604,English,1,0.648768458718
252163,63962150,English,1,0.912918051911
252612,1258951584,English,0,0.333333333333
253027,3404518589,English,1,0.967023893049
253398,44348492,English,1,0.980239159954
255345,165823957,English,1,0.967310079443
255637,522971599,English,0,0.333333333333
255832,209470580,English,0,0.886991530859
256626,26538660,English,0,0.333333333333
256708,2986140652,English,0,0.9905410859
256896,3870975693,English,2,0.940775035538
257012,766016780066295808,English,0,0.333333333333
257254,35694575,English,0,0.64052551869
258295,123250721,English,0,0.807595102585
258394,462340612,English,2,0.731855035598
258650,399647999,English,0,0.981773117214
258835,14890746,English,1,0.669595600663
259124,167420403,English,1,0.834038998795
259930,556790393,English,2,0.645499021052
260690,233273222,English,1,0.742785028089
264931,329864283,English,1,0.939698299577
265302,4033716077,English,2,0.609920700525
268579,230707036,English,0,0.988969503175
268765,227548128,English,0,0.333333333333
269621,186048416,English,1,0.951987195475
271567,2173013683,English,1,0.797578339675
274079,26842950,English,0,0.640479953555
274514,44596370,English,0,0.984262874293
274588,795995538,English,1,0.978321405873
274805,1456596200,English,0,0.956197895277
275350,176558867,English,1,0.953115647624
275759,406924429,English,0,0.333333333333
275925,82305078,English,2,0.708786166153
276631,2906749706,English,0,0.333333333333
277931,2288193224,English,1,0.67207634564
279257,177926994,English,0,0.798537265543
281808,227275439,English,1,0.751077589116
281976,18245946,English,1,0.639604788946
282099,68190936,English,0,0.333333333333
282897,281447375,English,1,0.677510504912
283100,48916832,English,2,0.65260398372
283996,138964436,English,0,0.71058970007
285171,790219935284924417,English,1,0.809484186542
285738,26101656,English,2,0.652671555296
286936,3700474396,English,0,0.608387460466
287131,65426160,English,1,0.813666570998
289661,390957889,English,0,0.879175091031
290709,2558962942,English,0,0.333333333333
290833,225361345,English,2,0.607130889024
291294,492489590,English,0,0.952354625091
294407,1300668420,English,0,0.624884916403
295599,76663316,English,1,0.967983389373
296580,365948508,English,0,0.786876253803
296625,44849839,English,0,0.572642089126
296837,408714762,English,1,0.889195955106
300315,732633889106169856,English,1,0.649792911213
301032,129751641,English,0,0.743027248175
301066,801795504455766016,English,0,0.333333333333
303624,2709912201,English,0,0.987720948229
305697,126244398,English,1,0.936260496614
307871,110766877,English,1,0.902557004875
308019,374984100,English,0,0.333333333333
309129,47786237,English,1,0.945241623592
309272,2219298032,English,0,0.333333333333
310365,558625563,English,1,0.977935239823
310484,4257407415,English,0,0.333333333333
312833,248586811,English,2,0.670957126849
313396,2919290980,English,1,0.765808562111
313443,241977264,English,1,0.662777813465
315214,1239803162,English,0,0.490037129761
317156,3092736010,English,1,0.73937908141
318243,756115679003217920,English,0,0.333333333333
321184,127305266,English,0,0.878445599653
321310,35719077,English,1,0.830761479808
321999,86658318,English,2,0.739078627503
322467,72503019,English,1,0.848116730968
323717,207907401,English,1,0.681910201804
324414,83299941,English,0,0.333333333333
325460,761990303939198976,English,0,0.887564601724
330086,2515181742,English,2,0.750270011016
330170,721638342366990338,English,1,0.971720208484
330702,304970452,English,0,0.333333333333
331221,166565509,English,2,0.652396013415
333095,132911853,English,2,0.772498252543
333497,93969738,English,0,0.729804911351
336855,305590146,English,0,0.333333333333
337991,90406212,English,1,0.959688926866
342001,22687626,English,0,0.985999615688
342647,224327412,English,0,0.991642148644
342681,15355270,English,0,0.333333333333
343113,280678635,English,0,0.333333333333
346220,337888806,English,2,0.473587633667
347188,711903881807192065,English,0,0.333333333333
347991,785111939156480000,English,0,0.333333333333
348260,799740763814985728,English,0,0.333333333333
350013,236590115,English,1,0.612060172263
351126,69187883,English,1,0.927737496996
351618,115869957,English,1,0.656828263797
352183,42271727,English,2,0.648724696965
352955,342610823,English,1,0.529707515477
353376,216805747,English,0,0.545521825906
353738,1163914207,English,1,0.9795782244
354228,1220716771,English,2,0.663074790145
357007,20363382,English,1,0.756742998711
357589,139018330,English,1,0.71868131669
357768,1055314398,English,0,0.671258753948
358176,2498152254,English,2,0.65303415996
359013,793823077,English,1,0.745943758415
363708,2887714227,English,0,0.333333333333
363724,275592425,English,1,0.938452783611
364031,17676664,English,0,0.333333333333
367402,16253466,English,1,0.930590248162
368169,38140918,English,0,0.333333333333
368724,115726557,English,2,0.906569218482
368885,2716309918,English,2,0.659001392975
368976,166766395,English,1,0.703079151537
370596,2318727315,English,0,0.333333333333
370883,2786890269,English,0,0.333333333333
371279,438744282,English,0,0.333333333333
371679,186102682,English,2,0.881457594367
371854,612501465,English,1,0.961685025249
373912,118361257,English,0,0.333333333333
374237,50580476,English,1,0.723072810947
375656,775940589636292609,English,0,0.333333333333
376133,1925093647,English,0,0.333333333333
376149,218376044,English,2,0.913441820058
379250,159183455,English,0,0.333333333333
379729,455965097,English,1,0.964830011869
383462,273067754,English,0,0.333333333333
385164,70390860,English,0,0.985238153004
385313,245236998,English,2,0.778960667861
385359,1240063380,English,2,0.934550717695
386822,26805478,English,0,0.993474932186
386879,350413566,English,1,0.872796857926
390053,181562618,English,0,0.990708399447
390295,225754920,English,0,0.741610468812
391676,3672233177,English,0,0.988808744177
392243,174866401,English,1,0.723171957153
392247,268874009,English,1,0.951228545321
392367,2601884240,English,2,0.645487057099
392417,67722997,English,1,0.972310410657
393581,54522591,English,1,0.663388684608
393697,234431904,English,1,0.97298777821
394724,85292120,English,1,0.97649621667
397289,859467037,English,1,0.881547121282
397635,4142179156,English,1,0.661092455744
398832,821870954,English,0,0.594802075451
399090,798267099739291648,English,2,0.513582012199
401081,239435931,English,1,0.819288172268
403207,2271571249,English,1,0.906052668388
403392,2534871689,English,0,0.745665538822
403430,215003277,English,2,0.663079767322
404736,288261362,English,0,0.948568086626
407396,80253399,English,1,0.943955026087
408127,2325494180,English,1,0.815398223751
409582,19200603,English,1,0.932565424322
409945,332988759,English,0,0.650198261889
410912,49955760,English,1,0.922413580514
411570,15009044,English,1,0.476978231076
411929,2268615289,English,0,0.333333333333
412403,4038565702,English,2,0.657346851202
413639,564468533,English,1,0.97878324169
413970,22085473,English,0,0.907122698352
416778,23335059,English,2,0.932744245541
417260,410000566,English,2,0.634878856827
417993,117698978,English,0,0.810274994205
419485,97189675,English,1,0.840092464089
420268,807377660,English,2,0.735485915934
420375,18866298,English,0,0.333333333333
421241,138257129,English,0,0.647685183299
421539,1845017731,English,2,0.91822745737
423727,13539412,English,0,0.860025234646
426843,711192091,English,1,0.545640062538
428218,34903079,English,0,0.980840076538
428462,257624027,English,1,0.967354321696
428548,69331036,English,0,0.736279850873
437517,218614812,English,0,0.333333333333
439346,473666830,English,0,0.79856863999
441440,90648604,English,1,0.783051515599
441511,525307890,English,0,0.436685330394
443435,104453882,English,0,0.990932456705
443444,748579340913369088,English,0,0.98640525749
444104,2162928261,English,1,0.798356238456
444534,797210108468006912,English,0,0.333333333333
445285,1488507126,English,1,0.619143080056
445330,160675937,English,0,0.333333333333
445888,2587981610,English,2,0.653050015182
446559,4691891078,English,0,0.333333333333
448840,69257787,English,1,0.911961255117
451821,54756224,English,0,0.333333333333
453603,37472330,English,0,0.657401352453
454172,1524622442,English,0,0.986955520172
454820,39716268,English,0,0.647709039854
456485,2936161871,English,0,0.333333333333
457379,37396891,English,2,0.826936645753
459221,2326358876,English,2,0.928789498738
459824,4884770997,English,0,0.955738986898
463624,199199618,English,1,0.868219589344
465194,41414145,English,2,0.483163695243
465907,496112070,English,1,0.971505796824
466039,238557219,English,0,0.333333333333
466908,55604209,English,2,0.663075129737
467215,3126377170,English,2,0.946249053128
467881,367811229,English,2,0.663078638161
468014,173784237,English,0,0.333333333333
